Metabolite name	Local ID	Units	S00008979	S00008980	S00008981	S00008982	S00008983	S00008984	S00008985	S00008986	S00008987	S00008988	S00008989	S00008990	S00008991	S00008992	S00008993	S00008994	S00008995	S00008996	S00008997	S00008998	S00008999	S00009000	S00009001	S00009002	S00009003	S00009004	S00009005	S00009006	S00009007	S00009008
UNKNOWN 11496 BP *1119.37631*, RT 6.46103	762505	Counts					116019	35043							22833		82763			45289	45696		132458		108082		186504	200979			94507	58750
UNKNOWN 11500 BP *1247.31772*, RT 6.48141	762509	Counts					16885	18830				29300	10669				15053										76817	82740			40910	29085
UNKNOWN 11501 BP *334.91583*, RT .41268	762510	Counts	45803	60951	46564	45449	46993	49963	46897	55852	49893	45253	54802	37769	58249	46931	46156	46031	43681	48878	57196	62138	68150	56495	75522	55228	79665	58778	67452	67187	56524	69785
UNKNOWN 11504 BP *832.58543*, RT 4.04421	762513	Counts	2381576	6719013	2165256	94435969	3617574	4237054	3844895	8136191	3334678	7158281	2896801	8664602		4094370	2733532	2940517	1904767	2959977	1864883	3532076	538548	10997853	3135531	1512545		3866270	5510544	1956966	2071833	3254993
UNKNOWN 11505 BP *788.25859*, RT 4.02097	762514	Counts			30762			43610						18049		26467		43400		36376	83285	96315						25804	41085			75202
UNKNOWN 11507 BP *390.33753*, RT 4.03618	762516	Counts	22245		23599	22555							8974	17824	5544	11036	10667			7081	13313	25454			10212	8226	12422		13166	24500	12616	
UNKNOWN 11509 BP *770.28785*, RT 4.06556	762518	Counts				22546	31688					24525			19532	17677					9859						16059	11242		20362		
UNKNOWN 11510 BP *913.70323*, RT 4.10278	762519	Counts	6355			589029	17786	32399			14646				35544					7612				23448	10730				10708			26055
UNKNOWN 11511 BP *585.42431*, RT 4.07115	762520	Counts	65606	137631		131342	65630				52731	51710	77241				62411			110103	71175	40488	143016		53684		133201				36673	
UNKNOWN 11516 BP *303.10342*, RT 2.8961	762525	Counts	31719	47912	30914	112075		27014	18890	42992	39541	9825			25894	41313		23996	112487			8652	122719	43377	69372	161841	51630	101691	127404	103378	14996	101804
UNKNOWN 11521 BP *671.44405*, RT 4.08524	762530	Counts			51222	144146	101008	89687	60465		67699	63796	48054	68251	96645	94561	63738	69765		78046	85615	73047	95443	64220	69267	80372		10594	66859	58213		
UNKNOWN 11525 BP *524.28022*, RT 4.08484	762534	Counts	97818	110185	77170	198707	263585	252340	296254	120904	171200	117847		94703	50507	302696	200488			138145			127270	290802	40453		51705				84402	
UNKNOWN 11529 BP *104.10742*, RT 4.09023	762538	Counts	45894	44071		73873				82123	45638	42067	25649		27563		27380	8401				32827	12958		40818	13007	100760					
UNKNOWN 11531 BP *459.33245*, RT 4.08688	762540	Counts	288093	345153	293742	258362	31242	369921	255017	337520	188155	260046	217236	276943	300759	386456	225473	69622	240472	59616	276269	214324		376365	233117	377293	428382		129548	158580	70080	
UNKNOWN 11532 BP *558.29818*, RT 4.09061	762541	Counts		88013	65414		13971	73373	8407			25446	31521	31075		70067	42243	65246	20028		17276	15462	62333	97150	6808	70851	118411	87647	32062	110477	37700	97287
UNKNOWN 11536 BP *429.1726*, RT 2.97485	762545	Counts	93021	113165	71430	117048	115906	110973	20638	143286	69778	129153	52454	147167	85480	153171	118655	31708	91192	114200	81462	177304	114099		155822	133239	160332	136095	109274	158077	57629	
UNKNOWN 11540 BP *1207.28353*, RT 4.10194	762549	Counts		15800		16627			18153		32087	26144						15555	15193			16315										15709
UNKNOWN 11541 BP *722.50541*, RT 4.11564	762550	Counts	2162809	2914476	1762967	2420564	1847228	2765063	2001544	3009509	1418063	1778080	2011406	2153248	2539781	2914986	1556232	2725904	1473117	2583633	1727892	1460090	2683299	2802346	1585925	2681128	3012349	1858438	958104	1020534	826425	2837569
UNKNOWN 11542 BP *470.38681*, RT 4.11582	762551	Counts	1210988	1257675	1057893	968334	1005042	1317922	1157056	1297348	788888	837208	755027	1309095	1147087	1373281	1169517	1325842	1016889	1171655	1064090	847673	1442803	1727471	1173330	1388053	1437215	1370744	330346		402611	2211802
UNKNOWN 11543 BP *558.43674*, RT 4.11889	762552	Counts	1422036	1614811	1373306	1037528	979797	1693390	1650840	1748401	794290	1387272	820466	1399172	1185751	1707295	1158713	1599284	1141434	1444738	1182069	847494	1416368	1947729	606109	1653841	1785932	1780486	485306		487564	2143012
UNKNOWN 11544 BP *734.55236*, RT 4.11506	762553	Counts	609933	763503	605442	497599	911744	819909	677211	842036	1256266	692428	395261	565409	665782	859113	489833	835966	547447	716197	982419	510540	636849	879465	1394319	793166	74053	629874	242967	346762	278438	1023175
UNKNOWN 11545 BP *655.37956*, RT 4.11932	762554	Counts	599394	528487	584728	400023	422946	601088	602296	592374	412207	572368	760831	507158	390996	705534	556018	597418	506313	517593	517507	414484	659232	915828	355049	772635	994762	868083	340046	381690	303479	1002876
UNKNOWN 11546 BP *935.62023*, RT 4.12071	762555	Counts	46560	82009	37334	97416				40673			50651	53350	53304					26808			53174			19179	68508	56957		36330		
UNKNOWN 11547 BP *530.32661*, RT 4.12311	762556	Counts	562821	596101	644949	294411	300078			537527	332827	473042	160474		52463		151907		51615	202394	111284				182370							
UNKNOWN 11549 BP *214.0593*, RT .54732	762558	Counts		19684	15532	21298		13130	5345	9973	8476			6036	29503	13254	9419		13225		18107	17526	21211			21059		13795	19874	17275	17019	
UNKNOWN 11553 BP *596.30481*, RT 3.03681	762562	Counts	88450	56147		98513	31096	84538	62670	50536		78493			77683	62757	65268	59249	59888	82360	46861				59820			100577	38529	139019	53439	
UNKNOWN 11562 BP *1406.94922*, RT 4.19695	762571	Counts				58986	45991						17920						26107		39066		40585			12438	35333				53188	
UNKNOWN 11563 BP *1171.78652*, RT 4.19369	762572	Counts	27858			11321										9038		50944			41928		33553			33916		34900		20854	23072	
UNKNOWN 11565 BP *1041.10798*, RT .63992	762574	Counts		22395		18297				20900		19717			24484	14022		12600		12941	12384		23410		30255	30192	40013					32430
UNKNOWN 11574 BP *443.33558*, RT 4.27957	762583	Counts	1026073		1054407	434453	640320	1277496	1183417	1194818	598869	1017578	1155060	944109	841422	1297219	875517	1156028	866967	1040275	740969	640331	1099895		797962	1165484	1641151	1370968	387787		371752	
UNKNOWN 11575 BP *1489.92133*, RT 4.28586	762584	Counts	18498	35439		59039				44598									15077			14861					35701	34471	16299		58745	
UNKNOWN 11577 BP *583.44812*, RT 4.30582	762586	Counts	799359	1293057	618273	1212746	986149	1035463	765087	1269407	728750	784101	337124	899596	1107574	1123720	864439	1041631	606674	1091208	903356	653699	1386249	1178293	402407	1074708	1411047	1006436	651322	389322	782655	1343202
UNKNOWN 11579 BP *1317.93175*, RT 4.33244	762588	Counts	96196	208853	121518	201252	101012	171140	54906	187234	180576		48665		33118	159188	87811	92970	58621	59518	67926	39719	194539		67099	47580	198644	118396	21623	40345		28942
UNKNOWN 11580 BP *851.56447*, RT 4.35881	762589	Counts	688448		174945		1676467		280506	543128	3414481		1208223			789573		1762587	443302	1894632	1777850		2102198	283206	797722	738114					466858	661127
UNKNOWN 11584 BP *850.55179*, RT 3.18042	762593	Counts		113284	236282	118860	71679	44458		163657	70186		74447	87223	247946		137432	156405	97448	74636		205667	184664	143120	33745	195160		102729	121358	100558		
UNKNOWN 11585 BP *639.5157*, RT 3.2037	762594	Counts	31563	23747	55384	15029	21681	40890		33907	31565	54803	33181	24402	27007	15134	30060	49244	58307	41784	53327			59732	20144	33835	20334	39331	29012	51702		
UNKNOWN 11587 BP *1247.87012*, RT 4.37584	762596	Counts	51431					46165							137396	43568			28089				126491		36112		30480	72312	45698	48922		49631
UNKNOWN 11591 BP *249.04647*, RT .82547	762600	Counts	52615	128597	80527	123501	90309	159301	115738	140899	88647	122964	124230	86396	103663	105731	103873	94132	49732	99866	86238	91181	194002	166323	115320	173025	248530	156546	147934	98505	156404	234923
UNKNOWN 11594 BP *1464.04135*, RT 4.47916	762603	Counts	21399	41881		82878	28587						24523						17041		21260		38579		65066		30913	27860	29728	25582	51367	
UNKNOWN 11596 BP *506.36146*, RT 4.44865	762605	Counts		74102	266210			89007		107778	38377		64202			70823	45186						96230	225335	57436	257800	189692				188240	
UNKNOWN 11601 BP *370.37001*, RT 4.48679	762610	Counts		108029		179010				97546	82824												130585	76664	92664	38255	158910		59115		104915	
UNKNOWN 11606 BP *1020.307*, RT 3.49159	762615	Counts	140079	226666		310839	143774	159727	110403	193500	50282	113847		153837	148492	210508		187327		144070			105463			202020	149756		177463			
UNKNOWN 11608 BP *573.16421*, RT 4.68846	762617	Counts	115833	102580	76410	39823	42483	98569	71757	117667	62171	32711	24043	87472	67001	150746	43663	86544	109906	102174	60023	65862	91256	67048	43959	105091	103491	104694	60335		46197	79068
UNKNOWN 11609 BP *718.57491*, RT 4.65844	762618	Counts	128082	573999		98080		172894	123911	578336			265620	254845	352279	120328	169458			355176		61637		250487			1405932	92904	226968			
UNKNOWN 11617 BP *369.3535*, RT 6.84602	762626	Counts	1540028	1753703	1219911	2077496	1243443	1814158	947243	1942968	1206866	464212	280309	880143	1008240	1114533	791344	1024054	635705	1052494	1036980	867475	1727529	1419000	842922	716491	1960387	1818473	425429	261767	534878	467058
UNKNOWN 11620 BP *1240.8328*, RT 7.09047	762629	Counts				27552		36333		30984			9183	14921		12525		12162		32260							27271	32808	12574	10845		
UNKNOWN 11624 BP *1219.84273*, RT 7.1263	762633	Counts	53808			62036	14599	19496								28599				27697			15281				31540	42019		52364	43631	29687
UNKNOWN 11631 BP *409.16525*, RT 3.53179	762640	Counts	851692	548813	552448	597267	1046537	1071678	419175	953410	719829	398028	248998	440946	354089	721643	405292	291841	196130	509901	352748	437587	622912	337204	217200	721852	657550	758130	326867	119980	171856	442709
UNKNOWN 11633 BP *1140.8487*, RT 5.27513	762642	Counts	146458	123994	223570	296633	55265	351150	88023	175622	91574	35907	106175	85584	182828	329918	183039	184629	159574	253594	49079	165077	344961	302004	78719	223445	105985	252880	109711		29462	81431
UNKNOWN 11636 BP *1206.83632*, RT 7.07463	762645	Counts	53392			87845	11465	56796				53414				37475		60759		27670						16739	49270	55864				32063
UNKNOWN 11639 BP *1149.85079*, RT 7.38965	762648	Counts	70330	28867	24880		24387	32854		25363	11817	26640		20493	19942	19768				15733				45671					31263			
UNKNOWN 11640 BP *782.57116*, RT 7.49489	762649	Counts	144174629	151776279		136333562	127830841	152559899		153524294			67250997	147500958	148258994	161723743		154810644		163517603	140880479		106962111	87674627	30173546	174122156	119431035	26214928	91188968	96621652	59285257	100558260
UNKNOWN 11647 BP *308.08752*, RT 2.62594	762656	Counts		20251	20551		13560		21931	29162	27096	22500	31996	8503		12798	17633		18882				14329	124287		51484	24090	14580	16547	31475		18548
UNKNOWN 11648 BP *350.33966*, RT 3.68453	762657	Counts	148509	157827	165308	140247	154083	146859	147637	134730	145975	128511	108424	123637	129830	100753	123301	134482	133958	130109	93852	140780	128745	89214	124610	125133	114360	75321	158959	81012	101098	95921
UNKNOWN 11653 BP *956.50217*, RT 6.33903	762662	Counts	254560	73081	175161		25498	232680	295588		37218	169004	71652													137935	146625	112644	69889		92586	
UNKNOWN 11655 BP *1042.49376*, RT 7.61966	762664	Counts	186375	420114	55018	346790	173787	89236	103322	297025	111048	136715	176210	81144	325347	290718	112466	125144	120310	264723	164644	87285	250847	222417	155749	261370	126400	220010	194465	197641	220511	234694
UNKNOWN 11656 BP *430.38024*, RT 7.79138	762665	Counts	50031	17917	32133			21389	25327	51708	17420	32099	27486	21207	24037	42400				43840	18904		39227	23062	13063	39446	41225		19843	7308	21284	
UNKNOWN 11658 BP *217.23639*, RT 2.67415	762667	Counts	67237	48447	36439	45393	30234	75108	38258	93542	32882	48860	53995	38039	57077	60307	70686	53820	63415	42084	49730	66182	78790	57524	84760	50659	72362	34913	64634	42709	31119	50139
UNKNOWN 11660 BP *253.14148*, RT 2.69044	762669	Counts		88903	50760	91767	56153	114149	100919	119094		124641	73578	100961	81001		120240	97184	111785	68189			113259	119259			85055	65433	90457	73226		
UNKNOWN 11661 BP *904.5498*, RT 2.73842	762670	Counts	61571	65871	38570	56317	72678	75817	36993	54150	65700	63909	69674	60230	55303	132301	69499	52073	49913	41549	120243	56057	94814	55556	42196	88999	132757	148113	29770	101767	45647	141372
UNKNOWN 11662 BP *293.21102*, RT 3.85079	762671	Counts	709743	596607	946240	485028	1459245	609847	4870879	703225	516554	660953	1126923	260231	474212	393017	1023176	1163926	461500	810372	617256	586686	795023	1334690	554639	696860	349734	1030422	1582367	1913946	998007	753943
UNKNOWN 11663 BP *695.42463*, RT 3.87118	762672	Counts	50278	55393		69560	44230	37919		55306	17123	42229	19875	39190	65863	74297	56255	16259	63141		17048	63846	62741	35723	46050	48588	73290		53388	5878	37293	
UNKNOWN 11665 BP *1115.83168*, RT 6.48703	762674	Counts	11698	31089		19171		37096		17634							33175						55952	41243	27613	35157	185997	68990	26898	75872	36385	
UNKNOWN 11669 BP *1074.48669*, RT 6.56461	762678	Counts	56557	42224				118206		47526				43400	47262								66358	55791						32865		
UNKNOWN 11670 BP *231.95669*, RT .39133	762679	Counts		31865		18295	11112	9108		19765	14794	5675	9092	12868	9747	8903		7541		9458		9329	23197			12467	25492					13558
UNKNOWN 11676 BP *924.5727*, RT 3.88431	762685	Counts	303535	210374		4336973	283108				238142	69175		292602	624714				51424	119302			831005				458231					
UNKNOWN 11678 BP *900.573*, RT 3.97474	762687	Counts			288685	32653930	594073		389508		280291						418023		52544	257748		384029		910271	481066			376958				169167
UNKNOWN 11679 BP *968.56228*, RT 3.99406	762688	Counts	35092	64435		1897417		78960	41435	83806			37603				43142							52770			29811		19634		16706	32768
UNKNOWN 11680 BP *1184.83108*, RT 6.59032	762689	Counts				46766		23392		29362		35115				43124		36437		62182	53868		68147	13107		22544	66564	55081				
UNKNOWN 11687 BP *579.36089*, RT 3.82865	762696	Counts	409304			318681	135561		491719			259409	128378			334776			266964													54814
UNKNOWN 11690 BP *448.16829*, RT .47718	762699	Counts											11240	11649	13048	9019	12018	9949		9781	11652	7110				9692	15314					7969
UNKNOWN 11692 BP *504.30971*, RT 4.0563	762701	Counts	58643	70552		74687		53406	31001	63309	37038	39493	40093		37217		25976	16538		13282	45167	25492	11738	52472	35795		82000	60670		39593	37710	
UNKNOWN 11693 BP *766.54105*, RT 6.66855	762702	Counts	3004946	3660896	2549622	3688113	1340064	3467766	3001219	3738025	1472655	3305444	599799	952195	1208341	1560853	446969	1250818	665796	1287260	309700	510835	1196568	940626	149716	1150752	1524296	721244	456205	857906	292622	480482
UNKNOWN 11694 BP *605.42814*, RT 4.1371	762703	Counts	968367	950896	863690	692493	710421	1042581		1006957	694216	904034	874107	899274	846528	1061074	886387	1088872	905870	945387	631400	714042			51101		1191247	8076753	648046	491360	482077	965257
UNKNOWN 11695 BP *1333.87139*, RT 4.0969	762704	Counts	73292							134837	35949			28732	28188		11027		29811					30958								16975
UNKNOWN 12054 BP *987.18077*, RT .63207	763063	Counts	18221	71874	13845	46083	39176		9844	50887	32618	20993			39013	20539		35437	16869	32304		6238	33320	49953		35282	56965	10070	11672	12830		40371
UNKNOWN 12347 BP *1377.92699*, RT 4.27634	763356	Counts		193852	53405	91753	70581	51029	76361	124105	83312	93667	17000	74078	56563	70374	56000	47700	20993	91280			158522		55857	43136	166510	66815				
UNKNOWN 13069 BP *287.10347*, RT 2.94861	764078	Counts	808655	697129	615751	638248	482643	593663	459056	692230	493457		595149		642983	432499	507697	725064	548670	476463	566959	754928	522955	697026	430219	657150	591410				401801	464782
UNKNOWN 13147 BP *546.3572*, RT 4.48995	764156	Counts	1419699	2470227	1490083	1508893	1236216	2282749	2049136	2442292	1539761	1796431	1311536	1080476	905931	1908227	1712820	1628898	1251865	1372838	1594952	1388348	3100002	3124131	1589359	2356383	3909048	4600396	1068405		1446952	5223065
UNKNOWN 13248 BP *1050.15364*, RT 4.11934	764257	Counts		34299	18755				26591			20951			38258			22831			23449		25897		32027						23003	33234
UNKNOWN 13254 BP *833.47894*, RT 3.22442	764263	Counts	71433		52819			82410		143962	106091		30868		59364	28027	38045				165757					62275					40702	
UNKNOWN 13255 BP *1017.64697*, RT 3.25035	764264	Counts			156538		62191		79880		176112	56871	71649		74841					139692	62613	48130	108679		146761				63659			
UNKNOWN 13259 BP *482.33565*, RT 4.4922	764268	Counts	430036	580726	437761	394961	334889	623048	682923	661166	388961	557770	394801	185720	175652	349423	339885	199230	211440	230348	269785	187447	605156	576246	505671	386607	742437	1007833	485808	486897	885276	495794
UNKNOWN 13263 BP *138.12586*, RT 2.40423	764272	Counts	94270	76659	77178	68993	54144	49725	80552	68904	40689		53339	47905	55814	97170	75714	122551	63758	30700	53547	38501	107009	122447	28566	58053	232129	38890		105328		
UNKNOWN 13265 BP *505.17808*, RT 4.68556	764274	Counts	25652	38618	40081			26957	15796	13132				13242		54744	18595	20886			8405			18832		36831	34038	10784				15123
UNKNOWN 13267 BP *555.113*, RT 3.13513	764276	Counts	12682	32482	7469	53207	20073	37207		43323				7113	21528	45463		23605		13872		8649	42059			6754						
UNKNOWN 13271 BP *235.05725*, RT .47291	764280	Counts	251655	289778	304373	288111	335723	272358	362937	272393	348170	381007	359065	311420	280478	294334	376484	239704	361876	231663	352103	363197	395630	254405	388081	324773	394805	499798	409446	452829	409914	344131
UNKNOWN 13272 BP *208.17124*, RT 2.93419	764281	Counts	16924	31092	17033	30177	22510	26972	16130	42524	9600	26230	21877	15106	24846	23691	10405	29285	24126	30564	18560	26379	31778	27649	27904	30315	32027	24228	26426	22643	11553	21050
UNKNOWN 13274 BP *772.57851*, RT 7.45471	764283	Counts		7980514		8576977				8271303					2307098	5996736		5136526		4057230			6074890				9958349		3929505	4800195	1471652	5170951
UNKNOWN 13276 BP *469.36935*, RT 4.95032	764285	Counts		21463		11344	17647	19521	19056	34404		18403		29356											13343			11310	20414			
UNKNOWN 13277 BP *569.42284*, RT 5.07125	764286	Counts	61753	180550		116374	17964			380498		27113	65912	131366		143937	68809										237872		64124		86155	47053
UNKNOWN 13280 BP *845.5378*, RT 3.98661	764289	Counts	591023	421460	536435	589478	548341	495531	497465	423821	413452	610401	520528	563385	453903	600716	418718	638589	603851	603267	437372	577073		506592	425427	517052	532876	583607	384063	671101	373791	478696
UNKNOWN 13282 BP *454.95866*, RT .65764	764296	Counts	15100						18145			9075	15530	11130	8534		27837						16268		11538			7976		14613		10582
UNKNOWN 13283 BP *134.04492*, RT 3.11995	764297	Counts	413065	430390	321633	392880	381913	469349	240867	833101	306253	368518	277002	250750	536628	251162	431115	398476	316315	356748	343124	392847	546314	358982	216509	486421	418260	172370	291850	247662	126506	158335
UNKNOWN 13286 BP *241.1553*, RT 1.23423	764300	Counts	197113	77984	203194	66635	223475		83829	83637	81619	82759	200376	97189	102083		117186	147936	91072	139651	88537	112018	143843	140335	138474	158982	181806	102155	337961	251616	122106	168851
UNKNOWN 13288 BP *850.55811*, RT 4.12461	764302	Counts	5384535	8641052	1341622	12893871	47179079	9554573	2259268	11235865	14670522	2846274	2791070	3999636	38922211	12409618	6300194	21391673	1078921	4821890	14457970	6352616	38434594	12884738	14479901	14732550	7210935	2202210	5526374	4565944	4375175	16608863
UNKNOWN 13289 BP *685.43865*, RT 5.24944	764303	Counts		199370	63660	92629	46291			203642			51342		187471			59340		136198			101270	176488		97604	135021		94387	49650		59874
UNKNOWN 13292 BP *497.35898*, RT 4.91055	764306	Counts			19830			19227					44408	25311	19449		46500	47831	64626	43082					32738			125277		22142	47579	18583
UNKNOWN 14323 BP *458.46991*, RT 3.98506	765337	Counts	103847	100136	108565	135387	94904	123046	139827	110846	71574	108528	68931	79292	74389	101844	121825	103624	81824	91184	50952	67629	149258	137690	99278	110087	195465		48585	91784	53566	126415
UNKNOWN 14324 BP *599.1168*, RT 4.00317	765338	Counts	99106	43654	102692	15120	24779	120417	170364	113047	49083	62055	72352	114413	32172	140339	75636	160122	121043	101955	81831	20694	56341	138580	31093	124857	187214	232269	85595	31143	39323	173881
UNKNOWN 14325 BP *322.27036*, RT 4.01831	765339	Counts	304263	283882	340471	177826	175603	415378	343420	394174	208785	344172	260288	325349	218246	376102	244778	366003	289775	291959	234280	211562	213328	358522	190300	404179	421899	293842	312672	327680	257445	312138
UNKNOWN 14327 BP *295.18881*, RT 4.04886	765341	Counts	250052	389359	258572	419341	298480	323297	268704	413634	264029	281387	217664	324509	388224	336423	274298	294975	246751	331312	302312	251908	395967	336545	199022	352644	402871	93642	279544	155194	163261	234301
UNKNOWN 14328 BP *207.17452*, RT 4.05495	765342	Counts	234197	326717	287570	298096	177176	285915	238768	427042	176464	263423	216706	242063	243652	252914	210424	285933	222310	290632	235632	178236	265314	270852	80756	308287	170524	206254	164559	103917	196459	212529
UNKNOWN 14330 BP *757.47563*, RT 4.07325	765344	Counts	1274607	1176078	1261483	875320		1306087	1339502	1142724		1174869	946939	1058382	947517	1189021		1277717	1108512	1115227			1002315	1258151		1253159	1130861	1102450	886854	1677876	825749	908030
UNKNOWN 14331 BP *801.50006*, RT 4.06569	765345	Counts	807069	814838	916388	764351	1063023	876412	1058514	798076	1028953	896797	1085640	842310	786342	822398	914013	911041	918554	778376	876289	900850	1014723	959869	869374	921665	1000278	906306	951463	1227948	661625	937616
UNKNOWN 14334 BP *991.61179*, RT 4.16674	765348	Counts	451602	337300	83568	344622	434344	404807	124002	129643	341472	466523	362792	379975	339627	361464	363451	135864	485596	384933	409245	494152	358971	512928	435313	128895	417655	467763	194978	316012	252494	553534
UNKNOWN 14335 BP *889.55706*, RT 4.07095	765349	Counts	414073	398792	446368	647704	450247	555971	475514	539757	455415	349437	329345	382635	398772	435642	423741	528041	257507	379562	386008	574435	638293	599933	339301	497817	459738	268418	369860	413035	509980	362694
UNKNOWN 14337 BP *357.27512*, RT 4.09464	765351	Counts	404568	390472	397402	388316	311902	387122	392567	454937	311126	352783	110228	302479	368277	398250	347852	408768	294381	410585	334956	169218	468709	541516	116441	514437	605002	383114	207823	208737	245108	469854
UNKNOWN 14341 BP *309.20494*, RT 4.08531	765355	Counts	209284	185157	289344	165240	173321	212908	247175	243614	185077	223953	215518	199568	210952	215595	188626	225099	201739	209223	295750	230230	196771	262285	192125	290094	247229	210723	249216	250665	204953	216545
UNKNOWN 14343 BP *1222.8552*, RT 4.10748	765357	Counts	298351	47691	29370	135660	199751	234552	176893	263259	170650	192451	189596	286937	561924	351609	312995	304451	165317	408456	415324	394696	874879	493795	303557	354164	427017	272158	115091	181194	253438	576968
UNKNOWN 14344 BP *609.3611*, RT 4.12483	765358	Counts		326394						358849	231132	222890	233917		284072			319549			213302		376134		176707		410825					
UNKNOWN 14346 BP *521.31562*, RT 4.13183	765360	Counts	164910	224930	201287	191183	120204	263264	135375	218904	127694	127216	164919	122411	168611	254051	140495	245010	195860		132835		238565	249700	153140	329016	300882			76992		80083
UNKNOWN 14348 BP *337.15677*, RT 4.13952	765362	Counts	1446462	1296989	1228159	1170913	924978	983144	948484	1495938	943919	681783	833589	895700	566132	1664595	975239	1625891	1308518	1650438	922941	780593	1735923	1681256	350197	1219879	2055674	1547038	511665	496065	967039	1709547
UNKNOWN 14349 BP *649.45035*, RT 4.2715	765363	Counts	1197305	1059708	834198	839884	932141	1169179	971417	1133889	833210	1069884	936449	912853	727609	966440	837824	1068570	833713	870905	709595	848989	1068527	1270179	639637	979313	1336388	8255393	927908	1018818	634829	1207525
UNKNOWN 14350 BP *737.51733*, RT 4.21888	765364	Counts	143929	495880	123944	367487	208251	409996	101844	342516	320606	76411	106535	88752	374064	460133	69945	505886	125875	144600	197358	271103	147786	23768	154020	654329	490082	5689762	186787	129796	521252	118579
UNKNOWN 14351 BP *351.17192*, RT 4.17875	765365	Counts	446287	362784	203697	216763	220181	247528	23688	408924		163169	233382	290171	123146	606957	210416	449047	385698	453491	127740	168343	411622	504047	170775	361204	589484	340314	312865	240834	427251	596151
UNKNOWN 14354 BP *584.47081*, RT 4.60667	765368	Counts	338686	352693	131515	208681	284915	439963	388050	592777	178492	396572	141658	300913	353086	469694	147862	385124	242504	324868	283021	241552	390892	443506	144385	434438	476457	996851	170638	520695	290857	547845
UNKNOWN 14356 BP *540.4458*, RT 4.60992	765370	Counts	370589	324855	284651	193578	119992	434662	336918	412274	160961	336829	77250	154628	337023	445482	310839	362620	340609	306859	265289	208103	382376	423765	130620	410223	451490	966512	144240	284106	118888	652543
UNKNOWN 14358 BP *457.34995*, RT 4.62216	765372	Counts	924004	762841	953435	343471	514986	1030993	1058347	1028811	441747	916755	1069514	962893	672835	1106724	863007	942410	874483	823869	699860	591158	947427	1183885	410011	1001223	1279869	2589144	1158960	1384737	601249	1516407
UNKNOWN 14361 BP *337.27099*, RT 4.77088	765375	Counts	165106	183732	289913	80591	76906	258002	335095	220848	76851	87456	31534	18584	16731	97485	60538	53244	101463	54127	13341	75573	378991	574108	283953	402513	625735	718293	399935	402236	483076	678733
UNKNOWN 14362 BP *635.13201*, RT 4.81889	765376	Counts	201715	140828	168718	48114	71516	137692	123326	154829	67362	97843	132551	149716	101445	226274	83000	149811	139717	166395	81058	105992	115815	214626	31886	179504	163312	188732	105459	130153	79591	132506
UNKNOWN 14364 BP *339.28723*, RT 4.83556	765378	Counts	337504		566807	165973	184415	571669	689211	556768	196509	471532	155533	99941	25677	191068	150369	115008	142856	152334	114106	48116	2562878	2918110	497145	2033390	4239434	5488450	4127925	3604988	3504106	4766479
UNKNOWN 14368 BP *263.23752*, RT 4.94772	765382	Counts	283104	199041	337993	83790	66655	559916	301426	436156	67962	183536	251520	311845	285301	548440	125592	281146	469224	288412	197486	210204	217130	262651	123008	304480	572127	260591	340515	219940	160147	144551
UNKNOWN 14370 BP *365.30246*, RT 4.93178	765384	Counts	436819	448475	379753	154046	160661	522365	494623	482109	161007	324996	81123		33402	116929	76519	44264	70009	72920	50891	31972	1367466	1162093	425652	1000116	2161795	2355637	1825167	762845	1438857	1940542
UNKNOWN 14371 BP *481.25584*, RT 5.08368	765385	Counts	114465	233679	269885	224206	154516	323475	231052	299945	64318	182653	151871	293604	224928	290742	189832	338774	182160	272541	142860	108858	315801	375604	120712	273077	386471	213625	84150	110651	82344	137279
UNKNOWN 14374 BP *464.37426*, RT 5.08534	765388	Counts	34007324	31748262	35612804	18239231	13177437	37044689	38644970	36816887	14128689	23560195	15054094	33820229	25376119	35947775	28471147	34405657	32303774	33474717	24054693	19883388	36691743	43187096	8572357	33889988	44102448	43746190	9726904	22284572	24663586	8943164
UNKNOWN 14375 BP *450.35838*, RT 5.09485	765389	Counts	331157	295168	330301	207306	160305	378896	390655	362093	177312	408451	116740	380833	245569	332677	340266	341791	333639	358819	199208	62284	399387	343802	82846	355640	443001	567732	114795	242485	194289	308640
UNKNOWN 14377 BP *259.19069*, RT 5.11457	765391	Counts	95353	234054	151272	200486	190563	242275	162179	157524	94256	215657	47565	156401	268642	204321	195186	103350	194449	196617	114042	234483	283834	213351	182576	227650	218690	243785	218320	246767	187232	213629
UNKNOWN 14378 BP *393.29834*, RT 5.11259	765392	Counts	3168487	3910596	2899668	3155245	2793606	3590930	2879448	3730916	2645996	3152857	3096749	3246794	3871897	3448085	3148886	3332835	2987033	3672425	3008950	2998771	4148640	3695704	2799685	3521323	3987641	3585367	3629268	4074080	3523207	3947940
UNKNOWN 14379 BP *444.4051*, RT 5.13246	765393	Counts	9604522	10191622	8654163	5551298	4605026	9052523	8309489	9951931	4625559	8932586	8067084	5906165	8357775	9170129	6771199	7067564	8343946	8355438	6792296	6856020	8279431	2819589	4919938	8520634	9527360	7462617	9095716	5988252	6554504	5833247
UNKNOWN 14381 BP *567.3807*, RT 5.23565	765395	Counts	283559	269892	285984	156679	57195	371043	338381	343631	54010	153473	248007	309455	155307	833356	298607	255748	261483	340215	184050	42707	473352	462997	82461	290816	719809	530897	123730	587535	339069	284779
